payment_id,claim_id,payment_amount,payment_year,payment_month
20434,10082,918.2,2023,3
20435,10082,1507.17,2023,6
20436,10082,769.57,2023,12
20437,10083,1445.13,2024,6
20438,10083,1946.18,2024,9
20439,10083,3202.28,2024,11
20440,10083,358.83,2025,3
20441,10084,20960.98,2022,3
20442,10085,2025.7,2023,11
20443,10086,383.55,2023,10
20444,10086,81.02,2023,11
20445,10086,95.01,2023,12
20446,10086,76.27,2024,1
20447,10086,89.2,2024,2
20448,10086,94.02,2024,3
20449,10086,916.08,2024,4
20450,10086,83.16,2024,5
20451,10086,96.21,2024,6
20452,10086,1533.98,2024,7
20453,10086,93.62,2024,8
20454,10086,82.43,2024,9
20455,10086,89.73,2024,10
20456,10086,1132.77,2025,1
20457,10086,849.48,2025,8
20458,10086,164.26,2025,11
20459,10087,803.21,2025,4
20460,10087,1029.55,2025,5
20461,10087,1657.85,2025,8
20462,10087,951.42,2025,9
20463,10088,17169.16,2019,8
20464,10088,3537.44,2019,9
20465,10088,3460.49,2019,10
20466,10088,3841.98,2019,11
20467,10088,3815.51,2019,12
20468,10088,14471.1,2020,2
20469,10088,41503.48,2020,6
20470,10088,36544.32,2020,10
20471,10088,20534.58,2021,1
20472,10088,26197.19,2021,4
20473,10089,5265.88,2023,1
20474,10089,674.34,2023,5
20475,10090,755.02,2023,2
20476,10090,923.99,2023,3
20477,10090,1288.01,2023,8
20478,10090,130.08,2023,11
20479,10091,4727.7,2024,6
20480,10091,4889.19,2024,8
20481,10091,6365.84,2025,1
20482,10091,3123.72,2025,3
20483,10092,614.55,2024,3
20484,10092,609.53,2024,6
20485,10092,1220.99,2024,10
20486,10092,67.87,2024,11
20487,10093,1198.23,2023,9
20488,10093,20693.4,2023,10
20489,10093,1442.08,2023,11
20490,10093,1326.76,2023,12
20491,10093,19131.3,2024,1
20492,10093,1264.54,2024,2
20493,10093,1122.79,2024,3
20494,10093,18554.25,2024,4
20495,10093,1226.72,2024,5
20496,10093,1407.83,2024,6
20497,10093,11880.94,2024,7
20498,10093,1155.39,2024,8
20499,10093,1410.2,2024,9
20500,10093,3246.62,2024,11
20501,10094,3572.75,2023,9
20502,10094,1113.37,2023,10
20503,10094,1115.41,2023,11
20504,10094,2832.16,2023,12
20505,10094,3950.09,2024,2
20506,10094,2951.47,2024,7
20507,10094,2009.85,2024,11
20508,10094,870.66,2025,1
20509,10095,123.58,2025,9
20510,10095,1042.78,2025,10
20511,10095,118.86,2025,11
20512,10095,127.66,2025,12
20513,10096,1718.36,2025,8
20514,10097,6494.31,2023,9
20515,10097,18445.29,2024,2
20516,10097,7029.68,2024,7
20517,10097,3674.05,2024,11
20518,10098,750.77,2023,3
20519,10098,1624.35,2023,8
20520,10098,935.53,2023,9
20521,10098,305.92,2024,2
20522,10099,368.16,2021,6
20523,10099,1484.62,2021,7
20524,10099,350.95,2021,8
20525,10099,324.15,2021,9
20526,10099,342.39,2021,10
20527,10099,305.67,2021,11
20528,10099,4780.26,2021,12
20529,10099,336.83,2022,1
20530,10099,743.85,2022,4
20531,10099,2613.22,2022,5
20532,10099,1710.72,2022,8
20533,10099,1645.22,2022,10
20534,10100,2188.86,2023,5
20535,10100,2172.32,2023,7
20536,10100,4340.95,2023,9
20537,10100,1312.57,2024,2
20538,10101,869.38,2024,4
20539,10101,1126.87,2024,7
20540,10101,1872.23,2024,12
20541,10101,222.68,2025,3
20542,10102,947.37,2019,11
20543,10102,985.6,2020,1
20544,10102,1607.52,2020,6
20545,10102,800.47,2020,9
20546,10103,1600.19,2023,8
20547,10103,155.55,2023,9
20548,10103,133.84,2023,10
20549,10103,160.5,2023,11
20550,10103,129.56,2023,12
20551,10103,143.85,2024,1
20552,10103,1495.71,2024,2
20553,10103,2754.57,2024,3
20554,10103,144.83,2024,4
20555,10103,161.54,2024,5
20556,10103,165.2,2024,6
20557,10103,157.81,2024,7
20558,10103,140.22,2024,8
20559,10103,2440.25,2024,9
20560,10103,134.49,2024,10
20561,10103,160.54,2024,11
20562,10103,127.56,2024,12
20563,10103,1699.22,2025,2
20564,10103,480.96,2025,4
20565,10104,1123.87,2019,9
20566,10104,131.83,2019,10
20567,10104,115.19,2019,11
20568,10104,119.61,2019,12
20569,10104,117.38,2020,1
20570,10104,4130.9,2020,2
20571,10104,2665.43,2020,3
20572,10104,126.52,2020,4
20573,10104,120.02,2020,5
20574,10104,4393.6,2020,6
20575,10104,109.47,2020,7
20576,10104,128.01,2020,8
20577,10104,2242.09,2020,9
20578,10104,123.84,2020,10
20579,10104,128.72,2020,11
20580,10104,2002.8,2021,4
20581,10105,6303.09,2022,11
20582,10106,520.01,2025,9
20583,10106,673.64,2025,10
20584,10106,1204.08,2025,12
20585,10107,1169.83,2023,10
20586,10107,1474.64,2023,11
20587,10107,2658.04,2024,1
20588,10107,221.84,2024,7
20589,10108,1116.61,2023,11
20590,10108,1740.5,2023,12
20591,10108,2731.59,2024,2
20592,10108,540.6,2024,5
20593,10109,3756.35,2025,1
20594,10110,602.88,2022,1
20595,10110,362.32,2022,2
20596,10110,1802.7,2022,3
20597,10110,359.67,2022,4
20598,10110,311.38,2022,5
20599,10110,338.78,2022,6
20600,10110,2269.47,2022,10
20601,10110,1666.99,2023,3
20602,10110,1277.4,2023,8
20603,10110,711.4,2024,1
20604,10111,123.6,2022,11
20605,10111,1596.57,2022,12
20606,10111,1895.61,2023,1
20607,10111,111.75,2023,2
20608,10111,120.75,2023,3
20609,10111,118.39,2023,4
20610,10111,124.29,2023,5
20611,10111,122.68,2023,6
20612,10111,3188.97,2023,7
20613,10111,129.37,2023,8
20614,10111,102.2,2023,9
20615,10111,2418.18,2023,12
20616,10111,1702.9,2024,7
20617,10111,316.5,2024,8
20618,10112,5788.39,2019,2
20619,10113,13085.42,2023,3
20620,10114,454.18,2025,10
20621,10114,1960.04,2025,11
20622,10114,403.18,2025,12
20623,10115,2446.26,2022,11
20624,10115,2895.16,2022,12
20625,10115,5192.54,2023,4
20626,10115,2000.43,2023,10
20627,10116,578,2021,4
20628,10116,783.5,2021,7
20629,10116,1155.99,2021,10
20630,10117,1850.92,2024,10
20631,10117,751.26,2025,1
20632,10118,6669.01,2023,6
20633,10119,3941.74,2022,6
20634,10120,975.55,2022,3
20635,10120,291.61,2022,4
20636,10120,321.3,2022,5
20637,10120,240.92,2022,6
20638,10120,295.34,2022,7
20639,10120,761.8,2022,9
20640,10120,1643.54,2023,2
20641,10120,1214.59,2023,5
20642,10120,1004.34,2023,11
20643,10120,139.62,2024,4
20644,10121,3264.49,2020,12
20645,10122,146.87,2021,6
20646,10122,116.74,2021,7
20647,10122,1548.85,2021,8
20648,10122,118.82,2021,9
20649,10122,142.76,2021,10
20650,10122,155.93,2021,11
20651,10122,2050.08,2021,12
20652,10122,135.54,2022,1
20653,10122,152.95,2022,2
20654,10122,2485.98,2022,3
20655,10122,128.24,2022,4
20656,10122,125.34,2022,5
20657,10122,149.63,2022,6
20658,10122,153.65,2022,7
20659,10122,151.09,2022,8
20660,10122,2301.68,2022,9
20661,10122,1318.07,2022,12
20662,10122,1143.44,2023,7
20663,10123,5514.77,2020,1
20664,10124,8952.56,2022,4
20665,10125,1534,2025,10
20666,10126,238.05,2023,2
20667,10126,273.17,2023,3
20668,10126,1327.95,2023,4
20669,10126,284.53,2023,5
20670,10126,273.86,2023,6
20671,10126,290.71,2023,7
20672,10126,271.02,2023,8
20673,10126,4074.21,2023,9
20674,10126,2112.26,2023,12
20675,10126,1249.52,2024,3
20676,10126,1102.99,2024,8
20677,10127,4966.94,2025,7
20678,10127,1790.66,2025,10
20679,10128,5224.33,2021,3
20680,10129,885.63,2024,8
20681,10129,871.55,2024,10
20682,10129,1848.21,2025,1
20683,10129,59.83,2025,5
20684,10130,99.87,2024,11
20685,10130,777.36,2024,12
20686,10130,107.06,2025,1
20687,10130,2013.77,2025,2
20688,10130,108.65,2025,3
20689,10130,111.7,2025,4
20690,10130,98.52,2025,5
20691,10130,100.37,2025,6
20692,10130,2532.9,2025,7
20693,10130,111.13,2025,8
20694,10130,114.39,2025,9
20695,10130,105.61,2025,10
20696,10130,91.43,2025,11
20697,10130,2276.15,2025,12
20698,10131,1212.87,2025,10
20699,10132,958.5,2023,5
20700,10132,988.35,2023,7
20701,10132,1866.85,2023,12
20702,10132,227.67,2024,1
20703,10133,196.44,2020,3
20704,10133,725.77,2020,6
20705,10133,334.73,2020,10
20706,10133,548.39,2021,5
20707,10134,1152.59,2018,11
20708,10134,1105.8,2018,12
20709,10134,2196.25,2019,2
20710,10134,441.96,2019,8
20711,10135,1012.18,2019,7
20712,10135,1004.43,2019,8
20713,10135,2148.48,2019,12
20714,10135,280.02,2020,6
20715,10136,1310.42,2024,12
20716,10136,1426.61,2025,3
20717,10136,2757.74,2025,7
20718,10136,162.33,2025,10
20719,10137,1384.08,2021,6
20720,10137,183.12,2021,7
20721,10137,175.53,2021,8
20722,10137,149.98,2021,9
20723,10137,152.88,2021,10
20724,10137,184.9,2021,11
20725,10137,2298.76,2021,12
20726,10137,4974.52,2022,1
20727,10137,159.01,2022,2
20728,10137,165.12,2022,3
20729,10137,3328.36,2022,4
20730,10137,170.41,2022,5
20731,10137,3036.6,2022,8
20732,10137,980.39,2022,10
20733,10138,733,2020,3
20734,10138,673.57,2020,5
20735,10138,1331.32,2020,8
20736,10138,404.84,2020,9
20737,10139,1612.6,2021,12
20738,10139,1825.22,2022,2
20739,10139,3649.3,2022,6
20740,10139,1801.59,2023,1
20741,10140,2316.09,2022,4
20742,10140,1182.64,2022,5
20743,10141,3574.45,2020,1
20744,10141,1028.09,2020,2
20745,10141,895.78,2020,3
20746,10141,987.44,2020,4
20747,10141,933.24,2020,5
20748,10141,10987.92,2020,6
20749,10141,976.07,2020,7
20750,10141,6659.36,2020,8
20751,10141,904.55,2020,9
20752,10141,9712.45,2020,10
20753,10141,6029.83,2021,3
20754,10141,5646.48,2021,8
20755,10142,4643.96,2023,4
20756,10143,915.64,2025,11
20757,10144,1129.99,2023,2
20758,10144,3620.26,2023,5
20759,10144,1208.38,2023,6
20760,10144,1127.36,2023,10
20761,10145,2692.41,2024,8
20762,10145,1136.73,2024,12
20763,10145,872.22,2025,2
20764,10146,733.13,2025,10
20765,10146,1400.65,2025,11
20766,10147,2784.56,2020,11
20767,10148,1235.23,2019,3
20768,10148,2252.83,2019,4
20769,10148,3107.43,2019,8
20770,10148,604.07,2020,1
20771,10149,3511.05,2022,11
20772,10150,1363.52,2023,8
20773,10150,1750.18,2023,10
20774,10150,2137.4,2023,12
20775,10150,758.12,2024,3
20776,10151,1136.65,2025,6
20777,10151,1568.82,2025,8
20778,10151,2232.28,2025,10
20779,10152,1966.08,2021,2
20780,10152,1803.54,2021,3
20781,10152,3369.04,2021,7
20782,10152,1665.52,2021,11
20783,10153,6931.2,2023,4
20784,10154,1315.53,2019,3
20785,10154,2721.76,2019,6
20786,10154,1508.63,2019,10
20787,10154,1126.01,2020,1
20788,10155,984.78,2019,5
20789,10155,1387.2,2019,8
20790,10155,2201.32,2019,12
20791,10155,680.27,2020,7
20792,10156,3432.29,2024,1
20793,10157,1828.18,2020,4
20794,10157,487.2,2020,5
20795,10157,391.06,2020,6
20796,10157,409.17,2020,7
20797,10157,516.06,2020,8
20798,10157,511.71,2020,9
20799,10157,5935.16,2020,10
20800,10157,1747.96,2020,12
20801,10157,4329.08,2021,1
20802,10157,2311.01,2021,5
20803,10157,2166.74,2021,11
20804,10158,78.74,2025,6
20805,10158,995.39,2025,7
20806,10158,79.36,2025,8
20807,10158,70.99,2025,9
20808,10158,67.46,2025,10
20809,10158,87.33,2025,11
20810,10158,82.68,2025,12
20811,10159,535.98,2023,5
20812,10159,701.53,2023,8
20813,10159,665.49,2023,10
20814,10159,294.99,2024,4
20815,10160,2150.45,2021,8
20816,10160,2079.94,2021,10
20817,10160,4052.43,2022,2
20818,10160,1544.39,2022,4
20819,10161,275.57,2018,2
20820,10161,1703.24,2018,3
20821,10161,212.17,2018,4
20822,10161,206.72,2018,5
20823,10161,241.58,2018,6
20824,10161,1926.23,2018,7
20825,10161,227.28,2018,8
20826,10161,239.88,2018,9
20827,10161,233.75,2018,10
20828,10161,232.15,2018,11
20829,10161,5007.11,2018,12
20830,10161,255.99,2019,1
20831,10161,244.24,2019,2
20832,10161,270.91,2019,3
20833,10161,4457.8,2019,6
20834,10161,2816.65,2019,9
20835,10161,995.87,2020,1
20836,10162,289.25,2021,11
20837,10162,465.17,2022,3
20838,10162,1022.55,2022,4
20839,10162,236.05,2022,10
20840,10163,452.98,2025,9
20841,10163,341.6,2025,10
20842,10163,2162.57,2025,11
20843,10163,446.46,2025,12
20844,10164,950.38,2020,12
20845,10164,838.7,2021,1
20846,10164,1452.6,2021,5
20847,10164,897.71,2021,6
20848,10165,2980.94,2019,12
20849,10165,1638.32,2020,2
20850,10166,5210.28,2018,12
20851,10167,1567.29,2023,5
20852,10167,772.54,2023,6
20853,10167,797.96,2023,7
20854,10167,792.08,2023,8
20855,10167,822.05,2023,9
20856,10167,847.2,2023,10
20857,10167,2629.08,2023,11
20858,10167,5067.58,2024,3
20859,10167,4173.3,2024,10
20860,10167,2127.26,2025,4
20861,10167,855.19,2025,8
20862,10168,4551.88,2022,8
20863,10168,715.2,2022,9
20864,10168,687.74,2022,10
20865,10168,7722.08,2022,11
20866,10168,676.85,2022,12
20867,10168,677.14,2023,1
20868,10168,666.03,2023,2
20869,10168,19722.37,2023,3
20870,10168,644.86,2023,4
20871,10168,621.43,2023,5
20872,10168,687.15,2023,6
20873,10168,778.31,2023,7
20874,10168,658.4,2023,8
20875,10168,17626.13,2023,9
20876,10168,9567.56,2023,12
20877,10168,3131.7,2024,1
20878,10169,34.12,2025,2
20879,10169,382.89,2025,3
20880,10169,29.07,2025,4
20881,10169,34.63,2025,5
20882,10169,292.66,2025,6
20883,10169,35.44,2025,7
20884,10169,33.57,2025,8
20885,10169,38.31,2025,9
20886,10169,1180.14,2025,10
20887,10169,34.8,2025,11
20888,10169,29.18,2025,12
20889,10170,5136.84,2022,10
20890,10170,469.52,2023,2
20891,10171,4313.61,2024,9
20892,10172,836.88,2018,10
20893,10172,2321.25,2019,2
20894,10172,872.02,2019,3
20895,10172,791.62,2019,6
20896,10173,1208.23,2021,12
20897,10173,3568.81,2022,6
20898,10173,1467.38,2022,9
20899,10173,1396.53,2023,4
20900,10174,1010.34,2020,8
20901,10174,167.64,2020,9
20902,10174,185.77,2020,10
